brand,categories,content,discount,num_review,product,regular,star,title
Apoquel,"Pharmacy,Skin & Coat",This is the best and only med that gives comfort to our dog for his allergies.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Most effective allergy med for our pup
Apoquel,"Pharmacy,Skin & Coat",Chewy has become a life saver for our 4 dogs. Cost of medications sourced from our local vet had become unmanageable. Cost and convenience of autoship has allowed us to maintain our dogs health and well being in their senior years.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Best price
Apoquel,"Pharmacy,Skin & Coat",Stopped using the product because I finally discovered why my dogs ears were always itching and inflamed. Food allergy to chicken.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,This product worked great.
Apoquel,"Pharmacy,Skin & Coat",Really helps my dogs' allergies. And Chewy has a GREAT price for the great product. What's not to love?,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great Product
Apoquel,"Pharmacy,Skin & Coat","Tis medication really helps my dog. When she doesn't have it, I notice she scratches a lot.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Works great
Apoquel,"Pharmacy,Skin & Coat","It took a few days to get the vet's approval, but was worth it.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great for our Labrador's itchy skin
Apoquel,"Pharmacy,Skin & Coat",Cheaper than my vet charges and got here immediately!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great deal!
Apoquel,"Pharmacy,Skin & Coat",Prescription was filled in a very timely manner! Will use Rx again!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Outstanding service!
Apoquel,"Pharmacy,Skin & Coat","Works great on my English bulldog.
I am excited I can order thru chewy now
, it’s expensive but works.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Canine Allergy Medicine
Apoquel,"Pharmacy,Skin & Coat","This medication has been a life saver for my German Shepherd as long as he gets it every day. Even skipping one dose, we definitely notice a difference in him. He has severe allergies and was miserable before starting this drug. The only down sides are that it's VERY expensive since it is weight based and he is such a large dog. Because this medication falls into the category of immunosuppressants, he needs to have frequent blood tests to check his levels and make sure his body can handle the drug.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,No More Allergies!
Apoquel,"Pharmacy,Skin & Coat","I have a French Bulldog named Kona who has terrible atopic dermatitis with extreme pruritus aka itchy scratchy dog. She would scratch her skin off and had weepy skin everywhere. My vet recommended Apoquel and I have been using it twice a day, which is more than most dogs, but it works great. She has a much better quality of life, aka happy-go-lucky dog!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Quality of Life Saver
Apoquel,"Pharmacy,Skin & Coat",Easy process and product received quickly. Will definitely be using in the future.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Pharmacy Request
Apoquel,"Pharmacy,Skin & Coat",This medicine is an absolute life saver. My poor dog suffers terribly from allergies. Apoquel works like a charm,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Life saver !
Apoquel,"Pharmacy,Skin & Coat","Dog scratching keeping you up at night?  Apoquel is a miracle drug. Response is evident in less than 2 hours of administration.  We've had our jack russell on this for about 2 years.  When we run low, or pharmacies are out of stock, we panic.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,sleep at night
Apoquel,"Pharmacy,Skin & Coat",Only thing that helped our dog with his allergies. Working with the Chewy pharmacy was a wonderful experience.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Amazing product
Apoquel,"Pharmacy,Skin & Coat","My almost 8 yr old lab has had itchy skin for 5 plus yrs now. Her skin on her belly and feet was always red and inflamed looking. She would chew, bite and scratch until she had sores. Apoquel hasn’t been a perfect 100% cure, but has made a huge difference in my dog. Thank you!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,My dog thanks you!
Apoquel,"Pharmacy,Skin & Coat",My dog went from constant itching to none at all! This truly is a miracle pill:),2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel is the best
Apoquel,"Pharmacy,Skin & Coat","My German Shepherd was constantly scratching and chewing on himself, to the point of losing hair and developing hot spots. A round of two Apoquel a day took care of the problem and now he's on a preventative dose.  This has been a miracle drug for us. And, I love being able to order it from Chewy and have it delivered, rather than make a trip to the vet.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,This works!
Apoquel,"Pharmacy,Skin & Coat",This came just in time for my dog and is exactly like what the vet prescribed but much cheap very happy with it,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Perfect medication
Apoquel,"Pharmacy,Skin & Coat","Apoquel might be expensive, but it is a blessing to a dog that has experienced skin issues from allergies. 75 lb dog can get by on a half a tab a day after initial startup, and that works out to pennies a day.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,THIS PRODUCT WORKS!!!
Apoquel,"Pharmacy,Skin & Coat",Jed has been on these for almost a year.  Fantastic for a pup who is allergic to grass!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great price
Apoquel,"Pharmacy,Skin & Coat",My next purchase is her heartguard all good and recomended,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Seems to work well
Apoquel,"Pharmacy,Skin & Coat",Thank you for making these far more affordable then our Vet!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Affordable
Apoquel,"Pharmacy,Skin & Coat",My German Shepherd gets very dry and itchy in winter. She has been on apoquel for 3 seasons. November through February she needs to take them but she only has to take half a pill (half the dose for her weight). It’s been a life saver. And chewy is the cheapest place I have found the apoquel.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great for seasonal allergies
Apoquel,"Pharmacy,Skin & Coat",My Westie suffers from skin conditions and has been on everything known to treat her.  Apoquel has the best results for her. Not 100% but at least 80% relief from the itchy skin. It was becoming more difficult to pay for her prescription from the Vet. Price charged is so very high. Through Chewy I'm able to afford the Apoquel for about 50% less per tablet compared to what I was paying. She will not be cured but with the pills and frequent bathing she is more comfortable. Thanks from a person on a fixed income.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Thanks for more reasonable prices
Apoquel,"Pharmacy,Skin & Coat","This product is very effective for treatment of itching, and our dog hardly scratches at all now.  We had been paying almost $1 per tablet more than this, for the identical pill.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great Value
Apoquel,"Pharmacy,Skin & Coat",My dog has terrible allergies and this is the only thing that has worked. The best part is I can get 35 pills for half the price of my vet!!  Thank you,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great product
Apoquel,"Pharmacy,Skin & Coat","My poor fur baby has had skin allergies for years. We have tried so many things but they only work temporarily or not at all. Once we got her on apoquel tablets the scratching stopped almost immediately. She slept so hard that first night she snored! Ha. Her fur is looking healthy. No more sore spots. She has relief and both of us are much happier. Ordering from Chewy.com was easy, fast and cheaper. I look to be a satisfied customer for a long time.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,No more scratching!!
Apoquel,"Pharmacy,Skin & Coat",What Can be said.  No generic for this. Med is appropriate and price was great!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great Price for Needful Med
Apoquel,"Pharmacy,Skin & Coat","Our dog is a walking testament to the power of Apoquel! We could not figure out his allergies for the longest time...they’d get better, then worse...we tried food, treats, benedryl, supplements, tuna...the left pic was end of October 2018 and the right is just after Thanksgiving 2018! This stuff is pricy but works. We got a prescription for Rush and buy the pills cheaper off Chewy. If your pet struggles and you haven’t found a solution - look into Apoquel!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Game Changer!
Apoquel,"Pharmacy,Skin & Coat","This is the only thing  that helps with our dogs itching. We got the  exact same pill at our vet, and going through chewy is much less expensive !! Thanks Chewy",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Much less expensive then at our Vet
Apoquel,"Pharmacy,Skin & Coat",Apoquel is a drug that works. The price I payed is close to $1.00 less then vets.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,drug works
Apoquel,"Pharmacy,Skin & Coat","Check with your Veterinarian of course, but the reason I would recommend Apoquel is because my dog is highly allegic and the medication has helped him tremendously. It is quite expensive but I break the pills in half and give him a half in the morning and half in the evening.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Helps Itching
Apoquel,"Pharmacy,Skin & Coat","This has been well received with my 3 dogs.  I have a pitbull/German Shepard, and 17 year old terrier mix and 10 year old bulldog. They all have allergies and benefit from this a lot.  the oldest has severe allergies to rice and many grasses.  HE gets much better with this medicine",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Works good with my 3 dogs.
Apoquel,"Pharmacy,Skin & Coat","This is SERIOUSLY a miracle of a medication! I am just so sad that it took me so long to find...my dog (pit mix)has been suffering, literally, suffering...with allergies since he was 4 months old and he is now 16years old. He has been on this for 2 years and has COMPLETELY CHANGED HIM! I have gone to the vet MULTIPLE times. I have spent thousands on antibiotics, antifungals, bloodwork, shampoos, food trials, flea prevention, antihistamines, steroids, skin scrapes, skin impressions, and of course when his allergies are flared his ears flare up so, ear medications, cleaners,ointments, he has even had ear hematomas( where blood collects in the flap of the ear from shaking his head and now has deformed",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Miracle pill!
Apoquel,"Pharmacy,Skin & Coat",Your prices are amazing and as usual delivery is spot on!! My Ozzie thanks you!!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,No more scratching
Apoquel,"Pharmacy,Skin & Coat",Great price Never seen the price any better anywhere else,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great price
Apoquel,"Pharmacy,Skin & Coat","service was great, and my dog has to take apoquel all. the time",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,best way to get apoquel
Apoquel,"Pharmacy,Skin & Coat","This stuff works!!! Great product for itchy dogs and with Chewy’s price and service it’s a win, win, win!!!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Lifesaver for my Little Girl
Apoquel,"Pharmacy,Skin & Coat",My poor dog has skin issues that make her itch constantly.  The vet put her on Apoquel and it's changed her outlook on life. She's a heppy dog again without stopping to scratch every few seconds. Chewy is great to work with and customer service is excellent.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Miracle for my Dog
Apoquel,"Pharmacy,Skin & Coat",Very good price for a very expensive drug..............................................................................,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Good Price
Apoquel,"Pharmacy,Skin & Coat",This medication has helped our dog tremendously! The vet thinks he has an autoimmune condition and giving him this medication took care of the itch.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Relieves itchy!
Apoquel,"Pharmacy,Skin & Coat",Nice price and delivered right to my door. Perfect!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Allergy pills cheaper than veterinary clinic
Apoquel,"Pharmacy,Skin & Coat",My cocker has allergies/sinus problems. The Vet prescribed this medication and it has helped much better than the OTC medication I had been giving her for 5+ years.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great medication
Apoquel,"Pharmacy,Skin & Coat","...the only thing that worked for our Bishon-Maltese. Easy to use, I crush it into his dog food and mix. Loved the price as well!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Excellent product for skin allergies!
Apoquel,"Pharmacy,Skin & Coat",I have been looking all over for Apoquel and the prices have been absurd!!! Then I found Chewy.com and my life is so much fuller! The Apoquel prices as well as their other medications and products are so much more less expensive then anywhere else!! BEST PRICES AROUND!!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Best Price
Apoquel,"Pharmacy,Skin & Coat",my order was received in a timely manner as expected,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,my first order
Apoquel,"Pharmacy,Skin & Coat","I have a small dog that suffered with oily, itchy, smelly skin. Her vet prescribed this and she is so much happier. It is expensive but so worth her being comfortable and happy.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Keeps my dog from misery
Apoquel,"Pharmacy,Skin & Coat","Lexie would pace, chew, and lick all night due to her skin allergies.  It was driving her - and us - crazy!  After one dose, all of us got a good night sleep.  It was so effective that we were able to split the dose with continued excellent results.  If you're on the fence about spending the money on this, just do it - you won't be sorry!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,It was like getting a new pet!
